,title,artist,lyrics,mfcc,genre
11,나도 여자랍니다(2021),정효빈,나나나 나나나 나나나나나 나나나 나나아침 일찍 일어나 조깅저녁 여섯시 후론 금식이제부터 달라질래새로운 내 모습을 보여줄래처음으로 길러본 손톱외출할 땐 굽 높은 하이힐그댈 위해 난 변할 거야동생 아닌 예쁜 연인으로어린애처럼 대하는 그대가 미워오래된 사이라 해도어릴 적 내 모습 이젠 지울 수 없나요나도 여자랍니다그대 곁에 있을 때면부드럽고 약해지는 마음누구를 사랑한다면 다 그렇잖아난 꼭 갖고 싶어 그대의 마음눈을 크게 뜨고 다시 봐요멀리서 찾지 말아 줘그대 사랑은 바로 나전화할 땐 자기야 애칭토라질 땐 눈웃음 애교좋을 거야 새로울 거야그대 나의 연인이 된다면어린애처럼 대하는 그대가 미워오래된 사이라 해도어릴 적 내 모습 이젠 지울 수 없나요나도 여자랍니다 그대 곁에 있을 때면부드럽고 약해지는 마음누구를 사랑한다면 다 그렇잖아난 꼭 갖고 싶어 그대의 마음눈을 크게 뜨고 다시 봐요멀리서 찾지 말아 줘그대 사랑은 바로 나힘이 들 때면 기대고 싶은 한사람내게는 그대뿐인걸내가 잘못해도 그댄 내편 돼줄 거죠그댈 사랑합니다 저기 높은 하늘만큼너무 오래 애태우지 말고비워둔 그대 자리로 빨리 돌아와난 말하고 싶어 참 오랫동안혼자 숨겨왔던 나의 비밀하루에 하나씩 꺼내매일 전할게 I love you,"[[-497.15686    -497.15686    -497.15686    ... -496.74915
  -497.15686    -497.15686   ]
 [   0.            0.            0.         ...    0.5765991
     0.            0.        ]
 [   0.            0.            0.         ...    0.57646835
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.56413937
     0.            0.        ]
 [   0.            0.            0.         ...    0.56263083
     0.            0.        ]
 [   0.            0.            0.         ...    0.56103855
     0.            0.        ]]",dance
12,Baby Baby,Lee Michelle (이미쉘),그대 내 맘에 들어와 이젠자꾸 설레게 해 내 마음을미칠듯이 흔들어 놓아요그대 한 순간에 내 맘에 들어와Baby 하루종일 뛰어다니곤 하네요I never felt like this beforeYeah it's something new날 흔들어놔 알 수도 없는 맘Now I know that our love is real 그대의 이름을 부르면 날 안아줘My baby 손잡고 나와 걸어 볼래요잡은 손을 절대 놓지 않을게I'll promise youI won't walk away Darling약속해 늘 네 곁에 있을게그대 없이는 이제한 순간도 잠들지 못해그대와 매일 입을 맞춰How sweet you areYeah it's something new날 흔들어놔 알 수도 없는 맘Now I know that our love is real내가 그대의 이름을 부르면 날 안아줘My baby 손잡고 나와 걸어 볼래요잡은 손을 절대 놓지 않을게I'll promise youI won't walk away DarlingI love you more then I can sayBaby Baby BabyI need youMy Baby Baby BabyThen I can sayBaby Baby BabyI need you tonight삶의 모든 순간영원히 그대와같은 시간 같은 날에살아가겠죠You're the best thingI ever had in my lifeI love you more than I can sayMy baby 손잡고 나와 걸어 볼래요잡은 손을 절대 놓지 않을게I'll promise youI won't walk away DarlingI love you more then I can sayBaby Baby BabyI need youMy Baby Baby BabyThen I can sayBaby Baby BabyI need you tonight,"[[-557.10486 -557.10486 -557.10486 ... -557.10486 -557.10486 -557.10486]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
13,DIAMOND,Sparkling (스파클링),LALALALALALALALALALALALALALALALAFINALLY NOW IT’S MY TIME우릴 비추는 건 화려한 SPOTLIGHTTURN THE MUSIC 더 크게잊지 못할 이 순간이 HIGHLIGHT무대 위의 너와 나걱정하지 말고 날아올라 봐멈추지 마 이 순간저 태양 너머로 끝까지 가자캄캄했던 어둠 속빛을 바래왔던 나I’M GOING CRAZY한계가 없어 난더 빨리 뛰어가더 크게 소리쳐빛나는 I’M A DIAMONDUH WOO OH그래 바로 내가 DIAMONDUH WOO OH빛나는 I’M A DIAMONDLALALALALALALALALALALALALALALALA그래 바로 내가 DIAMONDLALALALALALALALALALACOME BACK BACK TO ME빛나는 I’M A DIAMONDWE CAN FLY HIGHI’M ON MY WAY누구도 우릴 막을 순 없어SHOW MUST GO ONNO OTHER WAY난 절대 포기하지 않을래이리저리 부딪혀 짓밟혀도갈수록 단단해져 깨지지 않아꿈을 꿔봐 상상해봐 지금부터야눈앞에 펼쳐 NEW WORLD캄캄했던 어둠 속빛을 바래왔던 나I’M GOING CRAZY한계가 없어 난더 빨리 뛰어가더 크게 소리쳐빛나는 I’M A DIAMONDUH WOO OH그래 바로 내가 DIAMONDUH WOO OH빛나는 I’M A DIAMOND두려웠던 순간지난 시간날 바라보던 모두의 시선걱정하지 마내 안에 나그 누구보다 특별한 나빛나는 I’M A DIAMONDLALALALALALALALALALALALALALALALA그래 바로 내가 DIAMONDLALALALALALALALALALACOME BACK BACK TO ME빛나는 I’M A DIAMOND,"[[-495.1304    -495.1304    -495.1304    ... -202.87517   -495.1304
  -495.1304   ]
 [   0.           0.           0.        ...   72.28438      0.
     0.       ]
 [   0.           0.           0.        ...   30.21446      0.
     0.       ]
 ...
 [   0.           0.           0.        ...   18.9629       0.
     0.       ]
 [   0.           0.           0.        ...   -5.4918404    0.
     0.       ]
 [   0.           0.           0.        ...   -3.7654262    0.
     0.       ]]",dance
14,피날레 (Show And Prove),비투비,Ladies and gentlemenMake sure to pay close attentionMouths closed eyes and earsopen and most importantlyenjoy the showOkay everybody’s comingback to my world짙은 어둠을 삼키고 향한 태양이끝내 나를 밝히는 빛이 돼Okay everybody’s comingback to my worldMake me feel so alone딱 지금 내게 필요한 건Healin’ Chillin' Like a Villain혹은 미친 FLEX with YOLO거센 비바람을 지나절정으로 향하는 이 밤뜨거웠던 청춘의 일막어떤 역경에도 나의 길을 걸어가킹덤 세계관 속의 Main villainThe Korean zombie is hereHallyu K-wave에 올라타죽어도 죽지 않는 힐러원초적인 뿌리부터타고났던 투쟁 들이부어모두가 음악의 힘으로 모여 하나로Let’s focus on the showLet me show you후회 없이 Show And Prove세상을 흔들어 이 순간모든 눈과 귀가 하나로 모이네지금 이 멜로디를 부를 때Show And Prove 더욱 높이 날아It's time to hit the roadWe had a rough startbut look at us now한 계단씩 올라왔어We’re getting better Give upNever 평가해 상관없어We keep going we still growingwe stay hustlingI know ya’ll know it부정할 수 없는 사실 You knowyou can’t deny it Whoa10 years and we still goingstrong Oh yeah이제 시작이라는 걸 Right nowIf you overlook usThen you’re gonna miss out나중에 후회하게 될걸 UhThis is for the hatersThis is for the hatersGet lost I’ll see you laterLet me show you후회 없이 Show And Prove세상을 흔들어 이 순간모든 눈과 귀가 하나로 모이네지금 이 멜로디를 부를 때Show And Prove 더욱 높이 날아It's time to hit the road단 한순간도 헛되지 않기에오늘을 노래해이 순간이 영원하도록운명처럼 노래해Tonight tonight tonightLet me show you후회 없이 Show And Prove세상을 흔들어 이 순간모든 눈과 귀가 하나로 모이네지금 이 멜로디를 부를 때Show And Prove 더욱 높이 날아It's time to hit the roadIt's time to hit the roadIt's time to hit the road우연처럼 운명처럼 우리 영원토록,"[[-553.3786 -553.3786 -553.3786 ... -553.3786 -553.3786 -553.3786]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",dance
15,우리 애인할래요 (feat. 모닝커피 (Morning Coffee)),브런치 레시피 (Brunch recipe),아무도 모르게 숨겼던 사랑이피어나고 있었던 거죠너를 보면 뒤돌아 걷던수줍은 아이 이제 그만할래요보고 싶어서 잠도 못 자고 폰만 만져요다시 두근두근 거려요온통 그대 생각뿐이죠처음부터 느낌이 왔어 그때부터우리 애인할래요 오늘부터 시작해요더는 밀당 하지마 이제는 솔직해져요이제 매일매일 만나요둘이서 여기저기 다녀요생각만 해도 좋아요I love you 애인할래요우리 사랑한다면 얼마나 좋을까요자꾸 웃음이 나요내가 고백하면 어떨까어떤 말로 내 맘을 표현해볼까쓰다 지우다를 반복해생각만 해도 심장이 너무 떨려요마음 졸이며 잠 못 이루던 밤이 많았죠다시 두근두근 거려요온통 그대 생각뿐이죠처음부터 느낌이 왔어 그때부터우리 애인할래요 오늘부터 시작해요더는 밀당 하지마 이제는 솔직해져요이제 매일매일 만나요둘이서 여기저기 다녀요생각만 해도 좋아요I love you 애인할래요우리 사랑한다면 얼마나 좋을까요자꾸 웃음이 나요내 모습이 귀엽나요 볼이 빨개져너무나 쑥스러워서 바라볼 수도 없어Make you feel my love with youHow do I say wanna be with you우리 애인할래요 오늘부터 시작해요더는 밀당 하지마 이제는 솔직해져요이제 매일매일 만나요둘이서 여기저기 다녀요생각만 해도 좋아요I love you 애인할래요우리 사랑한다면 얼마나 좋을까요자꾸 웃음이 나요,"[[-513.98364 -513.98364 -513.98364 ... -513.98364 -513.98364 -513.98364]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
16,Move,SF9,Move RhythmMove RhythmYou got the묘한 분위기에 취해너를 놔 버려도 돼나를 벗어나진 못해나른해진 이 순간잘 빗은 머리가 헝클어질수록아름다워 내버려 둬 Oh Oh반듯한 자세가 흐트러진대도괜찮아 날 똑바로 봐 Oh yeah어두운 조명 아래 또 시작되는 Move우아한 손짓 은근한 눈빛투명한 창가에 넌 비쳐서 아른대는 Move묘한 그 느낌 아찔한 끌림어두운 조명 아래 날 사로잡은 Move우아한 손짓 은근한 눈빛움직이는 거야 이끌리는 대로너의 Lips Hips Anything움직이는 거야 이끌리는 데로너의 Lips Hips거친 숨소리가 섞여 하나가 될 때비로소 우리가 돼 몸에 흐르는 RainThere’s no ruleWe gotta make a move Yeah뭘 상상하든 좋아 어둠 속에 New colorMy own color like champagneRed light la la la la laTrauma show your color signThe way she looks at me turns me onI want my own color like champagneRed light la la la la laFocus on every move I makeI'm the male version of VenusThen turn on the lights잔 들어 건배어떤 표현도 어떤 문장도너를 모두 담아낼 순 없겠지우린 이대로 완벽할 테니걱정 따윈 버려 그대로 Repeat Yeah그대로 Repeat그대로 Repeat어두운 조명 아래 또 시작되는 Move우아한 손짓 은근한 눈빛투명한 창가에 넌 비쳐서 아른대는 Move묘한 그 느낌 아찔한 끌림어두운 조명 아래 날 사로잡은 Move우아한 손짓 은근한 눈빛You got got the rhythmYou got got the rhythm,"[[-498.84366   -498.84366   -498.84366   ... -328.32516   -498.84366
  -498.84366  ]
 [   0.           0.           0.        ...   79.20859      0.
     0.       ]
 [   0.           0.           0.        ...   11.776004     0.
     0.       ]
 ...
 [   0.           0.           0.        ...   -1.4706628    0.
     0.       ]
 [   0.           0.           0.        ...   10.043503     0.
     0.       ]
 [   0.           0.           0.        ...    1.4663311    0.
     0.       ]]",dance
17,애,김유이,평소와는 다르게 아슬한 게 좋아당기는 자석처럼 홀리는 your charm시크한 눈빛으로 날 겨냥하며 스쳐가무심한 척 다가와 미소 띤 네게 끌려나를 좋아하는 너착하기만 했던 모습의너의 섹시함을 보여줘너가 전에 알던 그런 내가 아냐다시 널 사랑하기 쉽지 않을 거야 난요즘 나쁜 애 다른 남자 애들에게더 끌리는 것 같아I don’t know why i like bad guys날라리 같은데 왜 네게 반전 매력을더 느끼는 것 같아 BabyNow i know why i like bad guys난 정말 나쁜 애 girl girl난 나쁜 애 애 애 애 애 애난 정말 나쁜 애인 걸Ay ay ay 나는 나쁜 애지매일매일매일 타오르는 불씨넌 버티지 못해 내 열기너 나처럼 미쳐봐 ayAy 늑대처럼 다가와심장을 조여 오는 남잘 원해근데 매번 너에게 맞춰나에게 맞춰날 끌어당기는 그에게 더욱 눈이가나를 좋아하는 너착하기만 했던 모습에너의 섹시함을 보여줘너가 전에 알던 그런 내가 아냐다시 널 사랑하기 쉽지 않을거야 난요즘 나쁜 애 다른 남자 애들에게더 끌리는 것같아I don’t know why i like bad guys날라리 같은데 왜 네게 반전 매력을더 느끼는것같아 BabyNow i know why i like bad guys난 정말 나쁜 애 girl차갑게 식은 감정도 Not Bad변덕스럽게 돌아버린 나매번 반복되는 감정싸움지쳐 흐려가는 우리 sign너와 내가 다시 예전처럼될수있는 걸까 난요즘 나쁜 애 다른 남자 애들에게더 끌리는 것같아I don’t know why i like bad guys날라리 같은데 왜 네게 반전 매력을더 느끼는것같아 BabyNow i know why i like bad guys난 정말 나쁜 애 girl girl난 나쁜 애 애 애 애 애 애난 정말 나쁜 애 인걸,"[[-500.30194 -500.30194 -500.30194 ... -500.30194 -500.30194 -500.30194]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
18,Purple,woo!ah! (우아!),도대체 어디서 나타난 거니니가 뭔데 내 맘 흔드는 거니시크하게 도도한 표정까지이상하게 끌려 푹 빠져버린 걸I see you I see youI’m your fan fanHope you’re 쌤쌤Give me you Give me youMy 피터팬 팬데려가 줘 Neverland불꽃같이 새빨갛게 타오르는 love모르는 척 새침하게 얼어붙은 너대답은 필요 없어정답이 여기 있는 걸뜨거운 나 차가운 너Red & blueLet’s make purplePurple purpleLet’s make purplePurple purpleLet’s make purplePurple purple뜨거운 나 차가운 너Let’s make purpleCan’t stop loving you boy엄마가 말려도 우리 사이 못 막죠All them haters I don’t care아무것도 필요 없어 몸만 와도 돼 넌고민 고민하지 말고Baby just give me a callI see you I see youI’m your fan fanHope you’re 쌤쌤Give me you Give me youMy 피터팬 팬데려가 줘 Neverland불꽃같이 새빨갛게 타오르는 love모르는 척 새침하게 얼어붙은 너대답은 필요 없어정답이 여기 있는 걸뜨거운 나 차가운 너Red & blueLet’s make purplePurple purpleLet’s make purplePurple purpleLet’s make purplePurple purple뜨거운 나 차가운 너Let’s make purple나와는 다른 너에게본능적으로 끌려상상해봐 boy보라빛이 된 우리 둘만의 세상Purple purplePurple purpleLet’s make purplePurple purpleLet’s make purplePurple purple뜨거운 나 차가운 너Let’s make purpleNobody can stop us그 누가 뭐래도우리들은 못 막죠All them haters we don't care무대 위의 주인공우아하게 bring it on뜨거운 나 차가운 너Let’s make purple,"[[-453.64597 -453.64597 -453.64597 ... -453.64597 -453.64597 -453.64597]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
19,Telephone,TeRish (테리쉬),그에게서 나는 멀어진걸까뜸해져버린 우리 혼자걷는 거리그에게서 나는 멀어진듯해내 오해이길 바래Pray it's my own faultYou're theOnlyCall that i will wait forAll dayAll nightI will stand by the phoneSome waySome howKeep you in my heart please sayYou're my only love soOh my babyYou’re my sunshine나 만의 그대여내옆에 있어줘요내곁에 머물러요언제쯤 나 너를 알수있을까하루는 상냥하고 하루는 서운하네언제나 넌 나를 기다리게해내 오해이길 바래Pray it's my own faultYou're theOnlyCall that i will wait forAll dayAll nightI will stand by the phoneSome waySome howKeep you in my heart please sayYou're my only love soOh my babyYou’re my sunshine나 만의 그대여내옆에 있어줘요내곁에 머물러요I will have your loveCan this be our love song우 전화가 오길기다리잖아You're my only love soOh my babyYou’re my sunshine나 만의 그대여내옆에 있어줘요내곁에 머물러요I will have your loveCan this be our love song,"[[-496.24744   -496.24744   -496.24744   ... -491.3467    -495.6294
  -496.24744  ]
 [   0.           0.           0.        ...    6.9180155    0.8729771
     0.       ]
 [   0.           0.           0.        ...    6.8801775    0.8697658
     0.       ]
 ...
 [   0.           0.           0.        ...    3.8142061    0.5916691
     0.       ]
 [   0.           0.           0.        ...    3.5035715    0.5610177
     0.       ]
 [   0.           0.           0.        ...    3.1893165    0.5293994
     0.       ]]",dance
20,좋아한다 그래,Cookie,너와 내가 처음 만났었을 때부끄러워 아무 말도 못 하고무슨 말을 먼저 해야 되는지생각조차 나지 않아어색했던 너의 말투와 행동조심스레 짓던 너의 미소가머릿속에서 떠나지가 않아이미 빠졌나 봐어쩔줄를 몰라 자꾸 기다려너의 전화를언제 또 너를 볼까 뭐라 말할까너도 지금 생각할까좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해함께 한다면 beautiful day언제라도 같이 라면 Shiny Day좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해우리같이 얘기하고둘이 같이 걸을 수 만 있다면그렇게만 할 수 있다면 좋을 텐데어색했던 너의 말투와 행동조심스레 짓던 너의 미소가머릿속에서 떠나지가 않아이미 빠졌나 봐어쩔줄를 몰라 자꾸 기다려너의 전화를언제 또 너를 볼까 뭐라 말할까너도 지금 생각할까좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해함께 한다면 beautiful day언제라도 같이 라면 Shiny Da좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해우리같이 얘기하고둘이 같이 걸을 수만 있다면그렇게만 할 수 있다면 좋을 텐데나 너 좋아하나 봐나 너 사랑하나 봐답답하게 왜 당당하게너 말을 못 해 기다리잖아우리 사이 가까워지기시간 문제잖아tell me love you baby좋아한다 말해 사랑한다 그래지금까지 말을 왜 못해함께 한다면 beautiful day언제라도 같이 라면 Shiny Day좋아한다 말해 사랑한다 그래아직까지 말을 왜 못해우리같이 얘기하고둘이 같이 걸을 수만 있다면그렇게만 할 수 있다면 좋을 텐데,"[[-489.04166 -489.04166 -489.04166 ... -489.04166 -489.04166 -489.04166]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
21,돈이뭐야 밥이뭐야,밥펄라,우리가 살아가는 세상앞만보고 달려가야 했지시간은 흘러흘러 꿈과 같은 지금시간이 돈인줄 알면서 흘러 보냈지돈없는 세상 믿었지만돈이뭐야 돈이뭐야돈맛으로 허무한 세상밥이뭐야 밥이뭐야밥맛으로 정드는 세상돈없이 살아가는 세상하늘에서 밥꽃 피어 났지내마음 하얀구름 밥꽃 피워 놓고따스한 하얀밥 갖지어 먹고 싶었지돈없는 세상 믿었지만돈이뭐야 돈이뭐야돈맛으로 허무한 세상밥이뭐야 밥이뭐야밥맛으로 정드는 세상돈이뭐야 밥이뭐야정신없이 흐르는 시간하루하루 정 때문에살아가는 밥있는 세상,"[[-496.36642 -496.36642 -496.36642 ... -496.36642 -496.36642 -496.36642]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
22,FIRST,EVERGLOW (에버글로우),EVERGLOW어두운 밤을 두려워했지Ah yeah yeah너도 몰래 숨어버렸지Ah yeah yeahNo one say happy ending숨죽이고 도망 다니지Here we go Here we go likeKnock Knock There’s a monster점점 커져 네 안의 black holeWhen you back uh너를 삼킨 howler 그게 바로 killer겁내지 마 손을 잡아봐지나간 과거 너를 두렵게 해but know your power최후의 be firstYou know that I come firstI’m the winner winner winner그래 마지막 선율너를 구할 구할 구할So Don’t Keep이 세상 어디도 빛은 없단 거짓에속지는 말아줘 우리 함께본 적 없는 꿈을 꿀 거야나나나나나나본 적 없는 꿈을 꿀 거야Ya 넘어져도 돼 stand up그건 바로 너 hands upFaster Stronger BetterGotta be the best밤과 아침 경계 그 사이대충 새벽 다섯 시 반총성 없는 전쟁은숨을 조여와 이건 FOUL거짓 어둠 진실 환희 판타지내 촛불이 널새벽의 멜로디 불꽃처럼 터져겁내지 마 손을 잡아봐지나간 과거 너를 두렵게 해but know your power최후의 be firstYou know that I come firstI’m the winner winner winner그래 마지막 선율너를 구할 구할 구할So Don’t Keep이 세상 어디도 빛은 없단 거짓에속지는 말아줘 우리 함께본 적 없는 꿈을 꿀 거야막힌 벽을 부숴 난 선을 넘어움츠리지 않아 난 뛰어넘어one stepYou got me now got me nowtwo stepDon’t slow it down slow it down너를 찾아오는 하늘을 향해 shout희망이란 열쇠를 잡아EYYou know that I come firstI’m the winner winner winner그래 마지막 선율너를 구할 구할 구할So Don’t Keep이 세상 어디도 빛은 없단 거짓에속지는 말아줘 우리 함께보여줄게 본 적 없는 First들려줄게 본 적 없는 First알려줄게 본 적 없는 First,"[[-562.3263 -562.3263 -562.3263 ... -562.3263 -562.3263 -562.3263]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]",dance
23,파도,폴킴,눈이 부시게아름답던 바다나의 눈 속엔그보다 더 고운 너였어하얀 모래 위너와 내가 남긴 추억들파도가 떠나도내겐 지워지지 않는 걸너를 보내고나 또다시 찾은 바닷가하지만 이제 내 곁에다른 사람 있는 걸새롭게 시작하고 싶어그녀를 따라왔어하지만 내 맘네 모습만 생각이 나그녀 머리에쏟아진 별빛들그 별빛 아래약속한 지난날이 떠올라흔들리는 나의 마음을가눌 길 없는 내 눈빛너와 비슷한 사람마저 쫓고 있었어그 순간 내 두 눈 속에너무 익숙했던 너의 뒷모습그렇게 그리던 지난날바로 너였어눈이 부시게아름다운 바닷가나의 눈 속엔그보다 고운 너였어하얀 내 맘에지난날 우리가 남긴 추억들파도가 안기듯다시 내게 돌아오는 걸나와 마주친 당황한 네 얼굴하지만 너의 곁에도다른 누가 있는 걸너를 안고 싶은 내 가슴널 붙잡고픈 내 손길허나 넌 이미 나를 둔 채 멀어져 갔어하지만 널 돌아본 순간두 눈에 흐르던 네 눈물 때문에꼭 나처럼 기다린너란 걸 알았어 날 봐다시 너에게 달려가는 나를 봐찌는 태양도내 사랑을 가릴 순 없어하얀 모래 위우리의 사랑을 다시 새겨봐이제는 내 사랑너를 놓지 않을 테니까,"[[-493.23743 -493.23743 -493.23743 ... -493.23743 -493.23743 -493.23743]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]",dance
